pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
AHam	CBat	dDocent_Contig_293	1	1000	-0.0156653350218107	2
AHam	CBat	dDocent_Contig_295	1	1000	0.0350817478668091	1
AHam	CBat	dDocent_Contig_303	1	1000	0.0160692484792189	2
AHam	CBat	dDocent_Contig_313	1	1000	-0.0235034197714835	2
AHam	CBat	dDocent_Contig_314	1	1000	-0.0088625362726235	3
AHam	CBat	dDocent_Contig_323	1	1000	0.0053703433936782	6
AHam	CBat	dDocent_Contig_332	1	1000	-0.0082963120133122	2
AHam	CBat	dDocent_Contig_343	1	1000	-0.0104120078091136	2
AHam	CBat	dDocent_Contig_353	1	1000	-0.0148341897694475	1
AHam	CBat	dDocent_Contig_361	1	1000	-0.0025667351129363	1
AHam	CBat	dDocent_Contig_363	1	1000	0.0077885266434453	1
AHam	CBat	dDocent_Contig_370	1	1000	0.0066881131293042	7
AHam	CBat	dDocent_Contig_371	1	1000	0.0177090456763912	5
AHam	CBat	dDocent_Contig_376	1	1000	0.0580946502302733	3
AHam	CBat	dDocent_Contig_1000	1	1000	-0.0186727068880149	2
AHam	CBat	dDocent_Contig_1006	1	1000	-0.0041143686374957	2
AHam	CBat	dDocent_Contig_1008	1	1000	-0.0086000648354456	2
AHam	CBat	dDocent_Contig_1025	1	1000	0.0070069671063239	3
AHam	CBat	dDocent_Contig_1045	1	1000	-0.0196271399164238	2
AHam	CBat	dDocent_Contig_1070	1	1000	-0.0116100594277617	1
AHam	CBat	dDocent_Contig_1072	1	1000	-0.0171503628025246	3
AHam	CBat	dDocent_Contig_1077	1	1000	-0.0171807189388465	2
AHam	CBat	dDocent_Contig_1078	1	1000	-0.013691428512425	3
AHam	CBat	dDocent_Contig_1079	1	1000	-0.0033537515796809	8
AHam	CBat	dDocent_Contig_1081	1	1000	0.0085603650654568	2
AHam	CBat	dDocent_Contig_1085	1	1000	0.0036679510061797	3
AHam	CBat	dDocent_Contig_1088	1	1000	0.0718948482709949	1
AHam	CBat	dDocent_Contig_1091	1	1000	0.0569778255002655	2
AHam	CBat	dDocent_Contig_1106	1	1000	0.040903595542092	1
AHam	CBat	dDocent_Contig_1135	1	1000	-0.0114813372208849	2
AHam	CBat	dDocent_Contig_1163	1	1000	0.0169377638043875	3
AHam	CBat	dDocent_Contig_1177	1	1000	0.0052762953971988	1
AHam	CBat	dDocent_Contig_1222	1	1000	-0.0181291926080839	4
AHam	CBat	dDocent_Contig_1241	1	1000	-0.0027834191829289	3
AHam	CBat	dDocent_Contig_1245	1	1000	-0.0004834523065731	5
AHam	CBat	dDocent_Contig_1247	1	1000	-0.0012827677038342	4
AHam	CBat	dDocent_Contig_1250	1	1000	-0.0205327033861696	1
AHam	CBat	dDocent_Contig_1259	1	1000	-0.0004612184336821	2
AHam	CBat	dDocent_Contig_1269	1	1000	-0.0126610150831223	3
AHam	CBat	dDocent_Contig_1279	1	1000	-0.012884380107137	3
AHam	CBat	dDocent_Contig_1312	1	1000	-0.0113380878955998	4
AHam	CBat	dDocent_Contig_1313	1	1000	-0.0144279456073756	1
AHam	CBat	dDocent_Contig_1320	1	1000	-0.0047057510510505	3
AHam	CBat	dDocent_Contig_1321	1	1000	0.0303658023209341	1
AHam	CBat	dDocent_Contig_1334	1	1000	-0.007421059261655	2
AHam	CBat	dDocent_Contig_1345	1	1000	-0.0064977978453036	2
AHam	CBat	dDocent_Contig_1349	1	1000	-0.0072230825723852	2
AHam	CBat	dDocent_Contig_1381	1	1000	0.0256034769465945	5
AHam	CBat	dDocent_Contig_1402	1	1000	0.0017101905117536	4
AHam	CBat	dDocent_Contig_1438	1	1000	-0.0193237218060313	3
AHam	CBat	dDocent_Contig_1454	1	1000	-0.0130489654500407	8
AHam	CBat	dDocent_Contig_1464	1	1000	-0.0091792656587473	4
AHam	CBat	dDocent_Contig_1470	1	1000	0.0013204005661433	1
AHam	CBat	dDocent_Contig_1472	1	1000	-0.0181381030127283	2
AHam	CBat	dDocent_Contig_1488	1	1000	-0.0110002718719934	5
AHam	CBat	dDocent_Contig_1514	1	1000	-0.0061547179528306	3
AHam	CBat	dDocent_Contig_1517	1	1000	-0.0199708882453115	1
AHam	CBat	dDocent_Contig_1537	1	1000	-0.0187153765533762	1
AHam	CBat	dDocent_Contig_1557	1	1000	-0.0178272692973027	1
AHam	CBat	dDocent_Contig_1563	1	1000	0.0268067741979758	1
AHam	CBat	dDocent_Contig_1580	1	1000	-0.0032435861850192	5
AHam	CBat	dDocent_Contig_1612	1	1000	-0.0011761185084035	3
AHam	CBat	dDocent_Contig_1619	1	1000	-0.0004046525531128	4
AHam	CBat	dDocent_Contig_1636	1	1000	0.1165359885989982	2
AHam	CBat	dDocent_Contig_1644	1	1000	-0.0107149575204071	1
AHam	CBat	dDocent_Contig_1654	1	1000	-0.0172737715185654	4
AHam	CBat	dDocent_Contig_1687	1	1000	-0.0120418155352653	1
AHam	CBat	dDocent_Contig_1690	1	1000	-0.0063974935687081	3
AHam	CBat	dDocent_Contig_1698	1	1000	-0.0309772206576662	2
AHam	CBat	dDocent_Contig_1724	1	1000	0.0062072814060855	4
AHam	CBat	dDocent_Contig_1731	1	1000	0.0787681167668779	2
AHam	CBat	dDocent_Contig_1739	1	1000	-0.0007820232363459	8
AHam	CBat	dDocent_Contig_1741	1	1000	-0.0097921856707366	2
AHam	CBat	dDocent_Contig_1742	1	1000	-0.0054731814110856	1
AHam	CBat	dDocent_Contig_1749	1	1000	-0.0166567713690547	3
AHam	CBat	dDocent_Contig_1754	1	1000	-0.0130486422431868	1
AHam	CBat	dDocent_Contig_1761	1	1000	-0.0204927327845047	2
AHam	CBat	dDocent_Contig_1769	1	1000	-0.0086304264302694	6
AHam	CBat	dDocent_Contig_1771	1	1000	-0.0113463838900443	1
AHam	CBat	dDocent_Contig_1773	1	1000	-0.0006497068379681	6
AHam	CBat	dDocent_Contig_1785	1	1000	0.0115506795342795	1
AHam	CBat	dDocent_Contig_1790	1	1000	-0.0131076133476785	2
AHam	CBat	dDocent_Contig_1792	1	1000	0.0009673552974988	2
AHam	CBat	dDocent_Contig_1811	1	1000	-0.0189128762810996	1
AHam	CBat	dDocent_Contig_1812	1	1000	-0.0063790597679184	5
AHam	CBat	dDocent_Contig_1823	1	1000	-0.0120132767050929	2
AHam	CBat	dDocent_Contig_1838	1	1000	-0.0091961142706248	4
AHam	CBat	dDocent_Contig_1843	1	1000	0.0030623556987237	3
AHam	CBat	dDocent_Contig_1849	1	1000	0.069761593181851	7
AHam	CBat	dDocent_Contig_1851	1	1000	0.0227731060461929	2
AHam	CBat	dDocent_Contig_1873	1	1000	0.0109389704857089	6
AHam	CBat	dDocent_Contig_1894	1	1000	0.0181157451223167	1
AHam	CBat	dDocent_Contig_1896	1	1000	-0.0099763436189789	4
AHam	CBat	dDocent_Contig_1897	1	1000	-0.0102826906853943	6
AHam	CBat	dDocent_Contig_1898	1	1000	-0.0073251320900507	2
AHam	CBat	dDocent_Contig_1907	1	1000	-0.0114831109008871	1
AHam	CBat	dDocent_Contig_1911	1	1000	-0.0166387534545349	3
AHam	CBat	dDocent_Contig_1922	1	1000	0.0582156256362033	1
AHam	CBat	dDocent_Contig_1928	1	1000	0.0056949155238195	7
AHam	CBat	dDocent_Contig_1944	1	1000	0.0020194140048694	3
AHam	CBat	dDocent_Contig_1948	1	1000	0.0048194092179375	5
AHam	CBat	dDocent_Contig_1950	1	1000	-0.0171544808168253	3
AHam	CBat	dDocent_Contig_1955	1	1000	0.0314189446038969	3
AHam	CBat	dDocent_Contig_1972	1	1000	0.0020309786094399	4
AHam	CBat	dDocent_Contig_1982	1	1000	-0.0074849258112562	5
AHam	CBat	dDocent_Contig_1983	1	1000	-0.0076184166180493	4
AHam	CBat	dDocent_Contig_1987	1	1000	-0.0147298208701264	3
AHam	CBat	dDocent_Contig_1989	1	1000	-0.0003722091207595	6
AHam	CBat	dDocent_Contig_1998	1	1000	0.0221557471351603	13
AHam	CBat	dDocent_Contig_2004	1	1000	-0.0012326363481375	1
AHam	CBat	dDocent_Contig_2058	1	1000	-0.0124763760545687	1
AHam	CBat	dDocent_Contig_2066	1	1000	-0.0141837441386043	4
AHam	CBat	dDocent_Contig_2068	1	1000	-0.0106912693487116	1
AHam	CBat	dDocent_Contig_2070	1	1000	0.0028346192198372	2
AHam	CBat	dDocent_Contig_2076	1	1000	-0.0137065463445063	1
AHam	CBat	dDocent_Contig_2084	1	1000	-0.0069318391436869	4
AHam	CBat	dDocent_Contig_2093	1	1000	-0.0200524950761281	1
AHam	CBat	dDocent_Contig_2096	1	1000	0.0133673010979517	5
AHam	CBat	dDocent_Contig_2132	1	1000	-0.0117366169377702	6
AHam	CBat	dDocent_Contig_2146	1	1000	-0.0141023868097944	4
AHam	CBat	dDocent_Contig_2148	1	1000	-0.0050039674702579	11
AHam	CBat	dDocent_Contig_2160	1	1000	-0.0115341011780556	1
AHam	CBat	dDocent_Contig_2163	1	1000	-0.012016656988088	7
AHam	CBat	dDocent_Contig_2189	1	1000	0.0289226081255791	1
AHam	CBat	dDocent_Contig_2210	1	1000	-0.0202489496242688	1
AHam	CBat	dDocent_Contig_2220	1	1000	-0.0163543667985939	2
AHam	CBat	dDocent_Contig_2239	1	1000	-0.0116100594277617	1
AHam	CBat	dDocent_Contig_2249	1	1000	0.0002854340885775	3
AHam	CBat	dDocent_Contig_2251	1	1000	0.0580852136326758	2
AHam	CBat	dDocent_Contig_2260	1	1000	-0.0137065463445063	1
AHam	CBat	dDocent_Contig_2270	1	1000	-0.0049356136718553	2
AHam	CBat	dDocent_Contig_2272	1	1000	-0.0017068286922536	1
AHam	CBat	dDocent_Contig_2280	1	1000	0.02110199794299	2
AHam	CBat	dDocent_Contig_2286	1	1000	0.0004965348412448	2
AHam	CBat	dDocent_Contig_2287	1	1000	0.0035864223939353	6
AHam	CBat	dDocent_Contig_2295	1	1000	0.0074944886226156	2
AHam	CBat	dDocent_Contig_2301	1	1000	0.0012059809884581	1
AHam	CBat	dDocent_Contig_2329	1	1000	0.0372459139749541	2
AHam	CBat	dDocent_Contig_2334	1	1000	-0.0091340932529595	4
AHam	CBat	dDocent_Contig_2338	1	1000	-0.0122467771226385	1
AHam	CBat	dDocent_Contig_2391	1	1000	-0.0026759489844687	4
AHam	CBat	dDocent_Contig_2395	1	1000	-0.0136065580023879	1
AHam	CBat	dDocent_Contig_2398	1	1000	0.034487268779061	4
AHam	CBat	dDocent_Contig_2409	1	1000	-0.0139682900261084	3
AHam	CBat	dDocent_Contig_2432	1	1000	-0.0197299918219966	1
AHam	CBat	dDocent_Contig_2443	1	1000	0.0062023576085783	1
AHam	CBat	dDocent_Contig_2462	1	1000	-0.0140932689893429	3
AHam	CBat	dDocent_Contig_2465	1	1000	0.0431656497669177	4
AHam	CBat	dDocent_Contig_2487	1	1000	0.0600972650840626	1
AHam	CBat	dDocent_Contig_2492	1	1000	0.0296411149287533	4
AHam	CBat	dDocent_Contig_2493	1	1000	-0.0195931142410015	4
AHam	CBat	dDocent_Contig_2509	1	1000	-0.007926289821735	6
AHam	CBat	dDocent_Contig_2528	1	1000	0.0436857054476558	4
AHam	CBat	dDocent_Contig_2542	1	1000	0.0393006451795071	4
AHam	CBat	dDocent_Contig_2543	1	1000	-0.0128647698972402	1
AHam	CBat	dDocent_Contig_2546	1	1000	-0.0102038885491085	3
AHam	CBat	dDocent_Contig_2548	1	1000	-0.0202489496242688	1
AHam	CBat	dDocent_Contig_2555	1	1000	-0.0108488724026334	7
AHam	CBat	dDocent_Contig_2558	1	1000	-0.0168018616396764	1
AHam	CBat	dDocent_Contig_2560	1	1000	-0.0140397705861749	2
AHam	CBat	dDocent_Contig_2566	1	1000	0.0003794272324643	8
AHam	CBat	dDocent_Contig_2570	1	1000	0.0096601341909854	1
AHam	CBat	dDocent_Contig_2571	1	1000	-0.0078345150480905	4
AHam	CBat	dDocent_Contig_2574	1	1000	-0.0126042112651445	1
AHam	CBat	dDocent_Contig_2580	1	1000	0.0058161586613541	6
AHam	CBat	dDocent_Contig_2584	1	1000	-0.0173131589588783	5
AHam	CBat	dDocent_Contig_2607	1	1000	-0.0091974638932813	2
AHam	CBat	dDocent_Contig_2653	1	1000	-0.0024401298961888	3
AHam	CBat	dDocent_Contig_2657	1	1000	-0.0041697606547292	4
AHam	CBat	dDocent_Contig_2674	1	1000	-0.0078457821662132	3
AHam	CBat	dDocent_Contig_2689	1	1000	0.0325727520711059	2
AHam	CBat	dDocent_Contig_2700	1	1000	0.0554781280835184	4
AHam	CBat	dDocent_Contig_2709	1	1000	-0.0086768947641021	6
AHam	CBat	dDocent_Contig_2711	1	1000	0.0180043966537684	2
AHam	CBat	dDocent_Contig_2759	1	1000	-0.0086741389974203	3
AHam	CBat	dDocent_Contig_2760	1	1000	0.0019286329969896	8
AHam	CBat	dDocent_Contig_2764	1	1000	-0.000505273381033	4
AHam	CBat	dDocent_Contig_2772	1	1000	-0.0126042112651445	1
AHam	CBat	dDocent_Contig_2774	1	1000	0.0123885342069033	3
AHam	CBat	dDocent_Contig_2825	1	1000	0.0039112819709729	2
AHam	CBat	dDocent_Contig_2828	1	1000	-0.0184446385590508	3
AHam	CBat	dDocent_Contig_2836	1	1000	-0.0150895766338473	2
AHam	CBat	dDocent_Contig_2841	1	1000	-0.0163644397030197	2
AHam	CBat	dDocent_Contig_2845	1	1000	-0.0025470230529737	2
AHam	CBat	dDocent_Contig_2859	1	1000	-0.0083918438164592	3
AHam	CBat	dDocent_Contig_2867	1	1000	0.0119706555278958	2
AHam	CBat	dDocent_Contig_2879	1	1000	-0.0064955884867037	5
AHam	CBat	dDocent_Contig_2899	1	1000	0.0116086158205254	4
AHam	CBat	dDocent_Contig_2903	1	1000	0.0277054512254051	2
AHam	CBat	dDocent_Contig_2911	1	1000	-0.0133152683535491	2
AHam	CBat	dDocent_Contig_2918	1	1000	0.0164066241147058	3
AHam	CBat	dDocent_Contig_2920	1	1000	0.0276714953603239	1
AHam	CBat	dDocent_Contig_2928	1	1000	-0.0189523003782555	5
AHam	CBat	dDocent_Contig_2937	1	1000	-0.0118018266151041	4
AHam	CBat	dDocent_Contig_2956	1	1000	0.024488056424849	3
AHam	CBat	dDocent_Contig_2964	1	1000	-0.0010354411536162	2
AHam	CBat	dDocent_Contig_2967	1	1000	-0.0208934950298905	1
AHam	CBat	dDocent_Contig_2968	1	1000	-0.0060565039432438	2
AHam	CBat	dDocent_Contig_2971	1	1000	-0.0087013513445639	3
AHam	CBat	dDocent_Contig_2983	1	1000	-0.0140929157278615	1
AHam	CBat	dDocent_Contig_2985	1	1000	-0.0137098405680982	3
AHam	CBat	dDocent_Contig_3000	1	1000	0.026925030844038	2
AHam	CBat	dDocent_Contig_3007	1	1000	-0.0198279196817781	2
AHam	CBat	dDocent_Contig_3053	1	1000	-0.0105279505127611	2
AHam	CBat	dDocent_Contig_3073	1	1000	-0.0164396305402352	3
AHam	CBat	dDocent_Contig_3074	1	1000	-0.0123429010119193	1
AHam	CBat	dDocent_Contig_3075	1	1000	0.0353788746662451	5
AHam	CBat	dDocent_Contig_3076	1	1000	0.0647824251918936	1
AHam	CBat	dDocent_Contig_3090	1	1000	0.0584361508589965	2
AHam	CBat	dDocent_Contig_3103	1	1000	0.0148619957537155	1
AHam	CBat	dDocent_Contig_3109	1	1000	-0.016405774026094	2
AHam	CBat	dDocent_Contig_3112	1	1000	-0.0177755110952705	3
AHam	CBat	dDocent_Contig_3115	1	1000	0.0192878125317508	1
AHam	CBat	dDocent_Contig_3201	1	1000	0.0235440303416685	1
AHam	CBat	dDocent_Contig_3207	1	1000	0.0156265053151972	2
AHam	CBat	dDocent_Contig_3211	1	1000	0.0204490764066847	3
AHam	CBat	dDocent_Contig_3219	1	1000	-0.0092835039058424	3
AHam	CBat	dDocent_Contig_3221	1	1000	-9.314623438830128e-05	5
AHam	CBat	dDocent_Contig_3231	1	1000	0.0059823361135041	3
AHam	CBat	dDocent_Contig_3232	1	1000	0.0412270822808294	2
AHam	CBat	dDocent_Contig_3237	1	1000	0.054226461339884	6
AHam	CBat	dDocent_Contig_3238	1	1000	-0.0017865090770483	2
AHam	CBat	dDocent_Contig_3248	1	1000	-0.0200524950761281	1
AHam	CBat	dDocent_Contig_3253	1	1000	-0.0200829131196143	1
AHam	CBat	dDocent_Contig_3284	1	1000	-0.0104687515892698	3
AHam	CBat	dDocent_Contig_3287	1	1000	-0.0122305654305342	4
AHam	CBat	dDocent_Contig_3309	1	1000	-0.0074855316967071	5
AHam	CBat	dDocent_Contig_3312	1	1000	-0.0115994937731626	3
AHam	CBat	dDocent_Contig_3316	1	1000	0.075749814671401	6
AHam	CBat	dDocent_Contig_3320	1	1000	-0.0235315589897885	1
AHam	CBat	dDocent_Contig_3328	1	1000	0.0019624967663483	4
AHam	CBat	dDocent_Contig_3331	1	1000	-0.0100509883365388	5
AHam	CBat	dDocent_Contig_3334	1	1000	0.0405623061963389	8
AHam	CBat	dDocent_Contig_3339	1	1000	-0.0205327033861696	1
AHam	CBat	dDocent_Contig_3344	1	1000	0.0036036416381943	3
AHam	CBat	dDocent_Contig_3350	1	1000	0.0791443862538861	2
AHam	CBat	dDocent_Contig_3351	1	1000	-0.0141050715167683	2
AHam	CBat	dDocent_Contig_3352	1	1000	-0.0127017667121955	1
AHam	CBat	dDocent_Contig_3355	1	1000	-0.0151373193854667	5
AHam	CBat	dDocent_Contig_3362	1	1000	0.0653034312626205	4
AHam	CBat	dDocent_Contig_3368	1	1000	-0.020145117162427	1
AHam	CBat	dDocent_Contig_3371	1	1000	0.0085909190551445	3
AHam	CBat	dDocent_Contig_3382	1	1000	-0.0063544815728866	2
AHam	CBat	dDocent_Contig_3383	1	1000	0.0234023119076371	7
AHam	CBat	dDocent_Contig_3385	1	1000	-0.0049009817327044	1
AHam	CBat	dDocent_Contig_3403	1	1000	0.047781590634614	2
AHam	CBat	dDocent_Contig_3430	1	1000	-0.0054731814110856	1
AHam	CBat	dDocent_Contig_3435	1	1000	-0.0131877886996151	1
AHam	CBat	dDocent_Contig_3437	1	1000	-0.020505336139205	2
AHam	CBat	dDocent_Contig_3438	1	1000	0.011722161202956	2
AHam	CBat	dDocent_Contig_3446	1	1000	-0.018080004730166	2
AHam	CBat	dDocent_Contig_3462	1	1000	0.001491070686528	3
AHam	CBat	dDocent_Contig_3501	1	1000	0.0242494193785284	3
AHam	CBat	dDocent_Contig_3507	1	1000	0.0400068773770036	9
AHam	CBat	dDocent_Contig_3529	1	1000	-0.0126865234449649	3
AHam	CBat	dDocent_Contig_3550	1	1000	-0.0175530706144652	3
AHam	CBat	dDocent_Contig_3564	1	1000	-0.0108476163598808	4
AHam	CBat	dDocent_Contig_3579	1	1000	-0.0107428780896135	5
AHam	CBat	dDocent_Contig_3616	1	1000	-0.0067534309612082	4
AHam	CBat	dDocent_Contig_3629	1	1000	-0.0188008556220094	1
AHam	CBat	dDocent_Contig_3649	1	1000	0.0113797440458341	4
AHam	CBat	dDocent_Contig_3656	1	1000	-0.019952110397437	1
AHam	CBat	dDocent_Contig_3669	1	1000	-0.0010480887792848	1
AHam	CBat	dDocent_Contig_3676	1	1000	-8.028034198193033e-05	12
AHam	CBat	dDocent_Contig_3687	1	1000	-0.0120971644246588	2
AHam	CBat	dDocent_Contig_3689	1	1000	0.0549225451945736	3
AHam	CBat	dDocent_Contig_3690	1	1000	-0.0038184741861412	6
AHam	CBat	dDocent_Contig_3695	1	1000	-0.0058321729359763	4
AHam	CBat	dDocent_Contig_3847	1	1000	0.0251980289232253	3
AHam	CBat	dDocent_Contig_4041	1	1000	0.0076127969856298	1
AHam	CBat	dDocent_Contig_4075	1	1000	-0.009793837683492	6
AHam	CBat	dDocent_Contig_4370	1	1000	-0.0001369159879302	1
AHam	CBat	dDocent_Contig_4461	1	1000	-0.0065126532925648	1
AHam	CBat	dDocent_Contig_4469	1	1000	0.0180043966537684	2
AHam	CBat	dDocent_Contig_4585	1	1000	0.0249311899158323	1
AHam	CBat	dDocent_Contig_4624	1	1000	-0.0054577723214881	3
AHam	CBat	dDocent_Contig_6272	1	1000	0.0061696600388861	1
AHam	CBat	dDocent_Contig_6638	1	1000	0.0236954816717609	2
AHam	CBat	dDocent_Contig_6887	1	1000	0.0193802683959605	1
AHam	CBat	dDocent_Contig_7136	1	1000	0.0079984117520297	1
AHam	CBat	dDocent_Contig_8345	1	1000	0.0809951195065976	2
AHam	CBat	dDocent_Contig_8603	1	1000	-0.0029678941682956	1
AHam	CBat	dDocent_Contig_9665	1	1000	0.0059297710162529	2
AHam	CBat	dDocent_Contig_9930	1	1000	0.0095858895705521	2
AHam	CBat	dDocent_Contig_10042	1	1000	0.1238927951092782	2
AHam	CBat	dDocent_Contig_10068	1	1000	-0.0052424153201595	5
AHam	CBat	dDocent_Contig_10077	1	1000	-0.0163301662707838	1
AHam	CBat	dDocent_Contig_10111	1	1000	-0.0173481972612198	4
AHam	CBat	dDocent_Contig_10128	1	1000	-0.0070031351345705	1
AHam	CBat	dDocent_Contig_10135	1	1000	-0.018932685210899	2
AHam	CBat	dDocent_Contig_10147	1	1000	0.0171373979265097	4
AHam	CBat	dDocent_Contig_10197	1	1000	0.0256078555137286	1
AHam	CBat	dDocent_Contig_10204	1	1000	0.0010339302659159	11
AHam	CBat	dDocent_Contig_10253	1	1000	-0.0123429010119193	1
AHam	CBat	dDocent_Contig_10275	1	1000	0.0045150063222697	1
AHam	CBat	dDocent_Contig_10309	1	1000	0.0626587331029396	1
AHam	CBat	dDocent_Contig_10312	1	1000	0.0551084389542366	3
AHam	CBat	dDocent_Contig_10356	1	1000	-0.0150948750819575	3
AHam	CBat	dDocent_Contig_10358	1	1000	-0.0056897173882343	3
AHam	CBat	dDocent_Contig_10381	1	1000	-0.0085235564075088	5
AHam	CBat	dDocent_Contig_10413	1	1000	0.0442387449974298	9
AHam	CBat	dDocent_Contig_10415	1	1000	-0.0115231870561956	5
AHam	CBat	dDocent_Contig_10419	1	1000	-0.0246587414295835	1
AHam	CBat	dDocent_Contig_10437	1	1000	-0.0159192906198138	3
AHam	CBat	dDocent_Contig_10440	1	1000	-0.0157407626860063	3
AHam	CBat	dDocent_Contig_10448	1	1000	0.0834520327501658	2
AHam	CBat	dDocent_Contig_10451	1	1000	-0.0114114677488438	11
AHam	CBat	dDocent_Contig_10457	1	1000	0.0018525373187254	6
AHam	CBat	dDocent_Contig_10500	1	1000	0.0349491351760144	1
AHam	CBat	dDocent_Contig_10576	1	1000	-0.0049224517300575	1
AHam	CBat	dDocent_Contig_10636	1	1000	0.1018440279780493	1
AHam	CBat	dDocent_Contig_10643	1	1000	-0.0132480823699214	3
AHam	CBat	dDocent_Contig_10696	1	1000	0.1230520681323147	1
AHam	CBat	dDocent_Contig_10708	1	1000	0.0864443772480371	9
AHam	CBat	dDocent_Contig_10720	1	1000	-0.0127436783969616	9
AHam	CBat	dDocent_Contig_10729	1	1000	-0.0166380302657353	3
AHam	CBat	dDocent_Contig_10731	1	1000	0.0394674848494244	4
AHam	CBat	dDocent_Contig_10775	1	1000	0.0230593194892879	1
AHam	CBat	dDocent_Contig_10814	1	1000	-0.0077911740986339	2
AHam	CBat	dDocent_Contig_10826	1	1000	-0.0134679671341642	1
AHam	CBat	dDocent_Contig_10828	1	1000	-0.0144321783701487	1
AHam	CBat	dDocent_Contig_10860	1	1000	-0.0230960436245847	2
AHam	CBat	dDocent_Contig_10878	1	1000	0.0121970788634431	3
AHam	CBat	dDocent_Contig_10879	1	1000	-0.0121572689054132	3
AHam	CBat	dDocent_Contig_10905	1	1000	-0.0114831109008871	1
AHam	CBat	dDocent_Contig_10911	1	1000	-0.0053004027266097	3
AHam	CBat	dDocent_Contig_10926	1	1000	0.0152894039510278	3
AHam	CBat	dDocent_Contig_10928	1	1000	-0.0094799445512677	4
AHam	CBat	dDocent_Contig_10935	1	1000	0.0101951555474048	5
AHam	CBat	dDocent_Contig_10942	1	1000	-0.0049009817327044	1
AHam	CBat	dDocent_Contig_10956	1	1000	-0.0101718508016378	4
AHam	CBat	dDocent_Contig_10966	1	1000	0.0340668636225407	9
AHam	CBat	dDocent_Contig_10968	1	1000	-0.0141293287088999	4
AHam	CBat	dDocent_Contig_10977	1	1000	0.0283970826229162	1
AHam	CBat	dDocent_Contig_11004	1	1000	-0.0006735394061363	5
AHam	CBat	dDocent_Contig_11009	1	1000	-0.0123429010119193	1
AHam	CBat	dDocent_Contig_11040	1	1000	-0.0152367585234632	3
AHam	CBat	dDocent_Contig_11050	1	1000	-0.0042969204098081	3
AHam	CBat	dDocent_Contig_11052	1	1000	0.0071320945791526	8
AHam	CBat	dDocent_Contig_11071	1	1000	0.0265025604168539	1
AHam	CBat	dDocent_Contig_11087	1	1000	-0.0187072202402061	1
AHam	CBat	dDocent_Contig_11122	1	1000	-0.0056069750415495	10
AHam	CBat	dDocent_Contig_11137	1	1000	-0.0051779950337791	1
AHam	CBat	dDocent_Contig_11140	1	1000	0.0563105361354162	1
AHam	CBat	dDocent_Contig_11146	1	1000	-0.024359413799619	1
AHam	CBat	dDocent_Contig_11193	1	1000	-0.0131157820480999	2
AHam	CBat	dDocent_Contig_11212	1	1000	0.0088181757203923	2
